39, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
37, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
21, Female, United-States, Prof-specialty, Some-college, Never-married, Private, White
26, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
34, Male, United-States, Handlers-cleaners, Some-college, Married-civ-spouse, Private, White
18, Female, United-States, Sales, Some-college, Never-married, Private, White
27, Female, United-States, Exec-managerial, 11th, Never-married, Private, White
20, Female, Nicaragua, Adm-clerical, Some-college, Never-married, Private, White
36, Male, United-States, Adm-clerical, Assoc-voc, Married-civ-spouse, Private, White
32, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
54, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
34, Female, United-States, Prof-specialty, Masters, Widowed, Local-gov, White
46, Male, United-States, Sales, Some-college, Married-civ-spouse, Private, White
33, Male, United-States, Machine-op-inspct, 11th, Separated, Private, White
32, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
42, Male, United-States, Tech-support, Assoc-voc, Never-married, Private, White
30, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
37, Male, United-States, Other-service, Some-college, Married-civ-spouse, Private, White
28, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
25, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
44, Male, United-States, Other-service, Some-college, Married-civ-spouse, Self-emp-not-inc, White
40, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
36, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
21, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
39, Male, United-States, Prof-specialty, Doctorate, Married-civ-spouse, State-gov, White
24, Male, United-States, Prof-specialty, Bachelors, Never-married, Private, White
46, Male, United-States, Transport-moving, HS-grad, Never-married, Private, Amer-Indian-Eskimo
47, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
35, Male, United-States, Prof-specialty, Prof-school, Married-civ-spouse, Private, White
60, Male, United-States, Transport-moving, 7th-8th, Married-civ-spouse, Self-emp-not-inc, White
35, Female, Poland, Other-service, Bachelors, Married-civ-spouse, Private, White
33, Female, China, Other-service, HS-grad, Separated, Private, White
21, Female, United-States, Prof-specialty, Assoc-acdm, Never-married, Private, White
37, Male, United-States, Tech-support, Bachelors, Married-civ-spouse, Private, White
48, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Federal-gov, Black
58, Female, Guatemala, Farming-fishing, 7th-8th, Widowed, Private, White
21, Female, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
22, Male, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
22, Female, United-States, Other-service, HS-grad, Never-married, Private, White
28, Female, United-States, Exec-managerial, Masters, Married-civ-spouse, Self-emp-not-inc, White
23, Male, United-States, Prof-specialty, HS-grad, Never-married, Federal-gov, White
58, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, State-gov, Black
38, Male, Philippines, Craft-repair, Bachelors, Married-civ-spouse, Local-gov, Asian-Pac-Islander
49, Male, Mexico, Sales, HS-grad, Married-civ-spouse, Private, White
47, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
50, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
21, Female, United-States, Prof-specialty, HS-grad, Never-married, Private, White
55, Female, United-States, Adm-clerical, HS-grad, Separated, Private, White
47, Male, United-States, Handlers-cleaners, 11th, Divorced, Private, White
19, Female, United-States, Prof-specialty, HS-grad, Never-married, Private, White
47, Male, United-States, Tech-support, HS-grad, Never-married, Private, White
36, Male, United-States, Craft-repair, 11th, Married-civ-spouse, Private, White
28, Male, England, Protective-serv, Assoc-acdm, Married-civ-spouse, Local-gov, White
42, Female, United-States, Sales, HS-grad, Widowed, Private, Amer-Indian-Eskimo
41, Female, United-States, Prof-specialty, Masters, Never-married, Private, White
46, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
32, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
34, Female, United-States, Other-service, 10th, Never-married, Private, Black
33, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Private, White
60, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, State-gov, White
53, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
24, Female, United-States, Tech-support, Bachelors, Never-married, Private, White
39, Male, United-States, Handlers-cleaners, Some-college, Married-civ-spouse, Federal-gov, White
23, Male, United-States, Craft-repair, Some-college, Never-married, Private, White
36, Female, United-States, Adm-clerical, HS-grad, Divorced, Local-gov, White
19, Female, United-States, Prof-specialty, 12th, Separated, Private, White
26, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
38, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, Black
41, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Private, White
22, Female, United-States, Sales, Some-college, Never-married, Private, White
38, Female, United-States, Machine-op-inspct, Assoc-acdm, Never-married, Private, Black
39, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
35, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, State-gov, White
38, Female, United-States, Exec-managerial, Some-college, Divorced, Local-gov, Black
19, Female, United-States, Other-service, HS-grad, Married-civ-spouse, Private, Black
26, Male, United-States, Transport-moving, HS-grad, Never-married, Private, White
52, Male, United-States, Craft-repair, Bachelors, Divorced, Private, White
41, Male, Nicaragua, Other-service, 5th-6th, Married-civ-spouse, Private, Other
45, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
58, Male, United-States, Adm-clerical, Some-college, Married-civ-spouse, Federal-gov, White
34, Male, United-States, Sales, Bachelors, Never-married, Private, White
36, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
19, Male, United-States, Farming-fishing, HS-grad, Never-married, Without-pay, White
26, Female, United-States, Other-service, 11th, Divorced, State-gov, White
60, Male, United-States, Transport-moving, 10th, Married-civ-spouse, Private, White
35, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
39, Female, United-States, Other-service, 10th, Divorced, Private, White
27, Female, Japan, Handlers-cleaners, HS-grad, Separated, Private, White
26, Male, United-States, Prof-specialty, Masters, Never-married, Federal-gov, White
17, Male, United-States, Other-service, 12th, Never-married, Private, White
59, Male, England, Sales, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
53, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Local-gov, Amer-Indian-Eskimo
35, Male, United-States, Transport-moving, 11th, Divorced, Private, White
34, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Local-gov, White
36, Male, United-States, Tech-support, HS-grad, Married-civ-spouse, Private, White
36, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
21, Male, United-States, Other-service, HS-grad, Never-married, Private, White
29, Female, United-States, Sales, Some-college, Never-married, Private, White
35, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
59, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
22, Male, United-States, Other-service, Some-college, Never-married, Private, White
50, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
24, Female, United-States, Prof-specialty, Bachelors, Never-married, Federal-gov, Other
36, Female, United-States, Tech-support, Bachelors, Divorced, Private, White
31, Female, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
42, Male, El-Salvador, Craft-repair, Some-college, Married-civ-spouse, Self-emp-not-inc, White
38, Female, United-States, Sales, 7th-8th, Divorced, Private, White
52, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
46, Male, United-States, Craft-repair, 10th, Divorced, Private, White
23, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
54, Male, United-States, Sales, 5th-6th, Married-civ-spouse, Private, White
27, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, Black
42, Female, United-States, Other-service, Bachelors, Separated, Private, White
33, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, State-gov, White
19, Female, United-States, Exec-managerial, Assoc-acdm, Never-married, Private, White
59, Female, United-States, Other-service, 11th, Married-civ-spouse, Private, White
54, Female, United-States, Other-service, HS-grad, Widowed, Private, White
48, Male, United-States, Transport-moving, 7th-8th, Married-civ-spouse, Private, White
45, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
36, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
35, Male, United-States, Craft-repair, Assoc-acdm, Married-civ-spouse, Self-emp-not-inc, White
47, Female, United-States, Adm-clerical, Some-college, Divorced, Private, White
33, Male, United-States, Exec-managerial, Bachelors, Never-married, Private, White
48, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
42, Female, United-States, Craft-repair, HS-grad, Separated, Private, Black
19, Male, United-States, Other-service, Some-college, Never-married, Private, White
64, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Self-emp-inc, White
51, Male, United-States, Farming-fishing, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
20, Male, United-States, Adm-clerical, HS-grad, Never-married, Federal-gov, White
28, Male, Puerto-Rico, Other-service, HS-grad, Never-married, Private, White
52, Male, Greece, Exec-managerial, Masters, Married-civ-spouse, Private, White
29, Male, United-States, Craft-repair, Some-college, Never-married, Self-emp-not-inc, White
51, Male, United-States, Sales, Bachelors, Separated, Private, White
36, Male, United-States, Prof-specialty, HS-grad, Married-civ-spouse, Private, White
43, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
52, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
50, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
25, Male, United-States, Other-service, Some-college, Divorced, Private, White
36, Female, Jamaica, Adm-clerical, Assoc-acdm, Never-married, Private, Black
44, Female, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
47, Male, United-States, Transport-moving, 10th, Married-spouse-absent, Private, Black
32, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
37, Male, South, Prof-specialty, Masters, Never-married, Private, Asian-Pac-Islander
40, Male, United-States, Adm-clerical, HS-grad, Married-civ-spouse, Private, White
34, Male, United-States, Sales, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
35, Male, United-States, Sales, Some-college, Married-civ-spouse, Self-emp-inc, White
26, Male, El-Salvador, Prof-specialty, Some-college, Never-married, Private, White
49, Male, United-States, Farming-fishing, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
46, Male, United-States, Prof-specialty, Bachelors, Married-spouse-absent, Self-emp-not-inc, White
31, Male, United-States, Adm-clerical, Some-college, Never-married, Local-gov, Black
22, Male, United-States, Craft-repair, Assoc-voc, Never-married, Private, White
20, Female, United-States, Other-service, Some-college, Never-married, Private, White
52, Male, United-States, Exec-managerial, Doctorate, Never-married, Private, White
26, Female, United-States, Adm-clerical, Some-college, Never-married, Private, Black
34, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
